symbol,company_name,exchange_x,high,low,close,volume,change,total_traded,conId,secType,exchange,primaryExchange,currency,marketName,minTick,orderTypes,validExchanges,priceMagnifier,longName,industry,category,subcategory,tradingHours,timeZoneId,liquidHours,stockType,bondType,couponType,callable,putable,coupon,convertable,maturity,issueDate,nextOptionDate,nextOptionPartial,nextOptionType,marketRuleIds
BCN,Beacon Minerals Ltd,ASX,0.032,0.031,0.031,3027905.0,-0.001,93865.055,44187882,STK,SMART,ASX,AUD,BCN,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BEACON MINERALS LTD,Basic Materials,Mining,Diversified Minerals,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BCT,Bluechiip Limited,ASX,0.031,0.03,0.031,182348.0,0.001,5652.788,89359211,STK,SMART,ASX,AUD,BCT,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BLUECHIIP LTD,Technology,Computers,Computers-Other,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BD1O,BD1O,ASX,0.29,0.29,0.29,3000.0,0.0,869.9999999999999,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDC,Bardoc Gold Limited,ASX,0.059,0.057,0.057,1485549.0,-0.001,84676.293,344157177,STK,SMART,ASX,AUD,BDC,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BARDOC GOLD LTD,Financial,Real Estate,Real Estate Oper/Develop,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BDM,Biodiem Ltd,ASX,0.235,0.22,0.23,163841.0,-0.005,37683.43,456487780,STK,SMART,ASX,AUD,BDM,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BURGUNDY DIAMOND MINES LTD,Basic Materials,Mining,Diamonds/Precious Stones,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BEAR,Betashares Australian Equities Bear,ASX,9.09,9.03,9.08,50566.0,0.04,459139.28,110321640,STK,SMART,ASX,AUD,BEAR,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BETASHARES AUS EQ BEAR HF,,,,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,ETF,,,False,False,0.0,False,,,,False,,"614,614,614"
BEEO,BEEO,ASX,0.002,0.002,0.002,666648.0,-0.001,1333.296,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEM,Blackearth Minerals Nl,ASX,0.14,0.14,0.14,80611.0,0.0,11285.54,303191890,STK,SMART,ASX,AUD,BEM,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BLACKEARTH MINERALS NL,Basic Materials,Mining,Diversified Minerals,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BENHB,Bendigo And Adelaide Bank Limited,ASX,99.5,99.5,99.5,0.0,0.0,0.0,110706735,STK,SMART,ASX,AUD,BENHB,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BENDIGO AND ADELAIDE BA-NOTE,Financial,Banks,Commer Banks Non-US,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,BOND,,,False,False,0.0,False,,,,False,,"614,614,614"
BENKOC,Bendigo And Adelaide Bank Limited,ASX,5.39,5.39,5.39,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENKOP,Bendigo And Adelaide Bank Limited,ASX,3.58,3.58,3.58,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENKOT,Bendigo And Adelaide Bank Limited,ASX,4.74,4.74,4.74,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENPH,BENPH,ASX,105.0,104.6,104.6,3408.0,0.0,356476.8,458213415,STK,SMART,ASX,AUD,BENPH,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BENDIGO AND ADELAIDE BK,Financial,Banks,Commer Banks Non-US,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,PREFERRED,,,False,False,0.0,False,,,,False,,"614,614,614"
BEX,Bikeexchange Limited,ASX,0.18,0.165,0.1725,69722.0,0.0125,12027.044999999998,470228815,STK,SMART,ASX,AUD,BEX,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BIKEEXCHANGE LTD,"Consumer, Cyclical",Leisure Time,Leisure&Rec Products,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BFG,Bell Financial Group Ltd,ASX,1.7,1.67,1.68,244968.0,-0.015,411546.24,47602519,STK,SMART,ASX,AUD,BFG,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BELL FINANCIAL GROUP LTD,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BGA,Bega Cheese Limited,ASX,5.38,5.29,5.35,1457166.0,-0.05,7795838.1,93033793,STK,SMART,ASX,AUD,BGA,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BEGA CHEESE LTD,"Consumer, Non-cyclical",Food,Food-Dairy Products,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BGL,Bigair Group Ltd,ASX,0.845,0.815,0.825,3587197.0,-0.03,2959437.525,327301423,STK,SMART,ASX,AUD,BGL,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BELLEVUE GOLD LTD,Basic Materials,Mining,Gold Mining,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BGT,Bio-gene Technology Ltd,ASX,0.14,0.14,0.14,20634.0,0.0,2888.76,297882942,STK,SMART,ASX,AUD,BGT,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BIO-GENE TECHNOLOGY LTD,Basic Materials,Chemicals,Agricultural Chemicals,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BHL,Bidvest Plc,ASX,0.11,0.11,0.11,0.0,0.0,0.0,253765732,STK,SMART,ASX,AUD,BHL,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BOYUAN HOLDINGS LTD,Financial,Real Estate,Real Estate Oper/Develop,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BHPKOA,Bhp Billiton Limited,ASX,5.22,5.22,5.22,1039.0,0.0,5423.58,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPKOC,Bhp Billiton Limited,ASX,7.09,6.75,6.96,18635.0,-0.81,129699.6,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPKOH,Bhp Billiton Limited,ASX,26.0,26.0,26.0,35.0,4.56,910.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPKOM,Bhp Billiton Limited,ASX,48.37,48.37,48.37,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPKOS,Bhp Billiton Limited,ASX,9.69,9.69,9.69,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPKOU,Bhp Billiton Limited,ASX,16.26,16.26,16.26,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPKOW,Bhp Billiton Limited,ASX,10.13,10.13,10.13,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPLOB,Bhp Billiton Limited,ASX,1.07,1.07,1.07,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPLOH,Bhp Billiton Limited,ASX,3.05,3.05,3.05,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPLOS,Bhp Billiton Limited,ASX,3.05,3.05,3.05,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPLOV,Bhp Billiton Limited,ASX,1.155,1.155,1.155,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPLOX,Bhp Billiton Limited,ASX,2.17,2.17,2.17,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPMOP,Bhp Billiton Limited,ASX,19.89,19.89,19.89,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,Bidenergy Limited,ASX,0.345,0.32,0.345,293702.0,0.01,101327.19,240180631,STK,SMART,ASX,AUD,BID,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BILL IDENTITY LTD,Technology,Software,Applications Software,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BIQ,Buildingiq Inc,ASX,0.016,0.016,0.016,0.0,0.0,0.0,215445071,STK,SMART,ASX,AUD,BIQ,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BUILDINGIQ INC-CDI,Technology,Software,Applications Software,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,CDI,,,False,False,0.0,False,,,,False,,"614,614,614"
BIS,,ASX,1.64,1.59,1.605,27123.0,0.0,43532.415,55764182,STK,SMART,ASX,AUD,BIS,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BISALLOY STEEL GROUP LTD,Basic Materials,Iron/Steel,Steel-Producers,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BKG,Buka Gold Ltd,ASX,2.65,2.535,2.6,104621.0,-0.09,272014.60000000003,458507031,STK,SMART,ASX,AUD,BKG,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BOOKTOPIA GROUP LTD,"Consumer, Cyclical",Retail,Retail-Bookstore,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BKL,Blackmores Laboratories Ltd,ASX,94.82,89.68,93.0,44104.0,2.16,4101672.0,14062374,STK,SMART,ASX,AUD,BKL,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BLACKMORES LIMITED,"Consumer, Non-cyclical",Pharmaceuticals,Vitamins&Nutrition Prod,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BKLKOD,Blackmores Limited,ASX,37.89,37.89,37.89,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKLKOP,Blackmores Limited,ASX,133.5,133.5,133.5,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKT,Black Rock Mining Limited,ASX,0.21,0.195,0.195,955631.0,-0.005,186348.045,188951279,STK,SMART,ASX,AUD,BKT,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,BLACK ROCK MINING LTD,Basic Materials,Mining,Diversified Minerals,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
BKWKOA,Brickworks Limited,ASX,7.68,7.68,7.68,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKWKOD,BKWKOD,ASX,12.66,12.66,12.66,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
